eventID,occurrenceID,scientificName,taxonRank,Lifestage,vernacularName,identifiedBy,dateIdentified,individualCount,identificationQualifier,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,scientificNameID,specificEpithet,occurrenceStatus,sex,lifeStage
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-104,Aequorea,genus,adult,NA,Aleksey Somov,2022-03-09T00:00:00Z,NA,sp. inc.,"Péron & Lesueur, 1810",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,urn:lsid:marinespecies.org:taxname:116998,NA,present,NA,NA
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-105,Okutania anonycha,species,adult,NA,Aleksey Somov,2022-03-09T00:00:00Z,89,NA,"(Pearcy & Voss, 1963)",Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,urn:lsid:marinespecies.org:taxname:1468871,anonycha,present,NA,NA
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-105-813,Okutania anonycha,species,NA,NA,NA,NA,1,NA,"(Pearcy & Voss, 1963)",Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,urn:lsid:marinespecies.org:taxname:1468871,anonycha,present,N,adult
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-105-814,Okutania anonycha,species,NA,NA,NA,NA,1,NA,"(Pearcy & Voss, 1963)",Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,urn:lsid:marinespecies.org:taxname:1468871,anonycha,present,N,adult
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-105-815,Okutania anonycha,species,NA,NA,NA,NA,1,NA,"(Pearcy & Voss, 1963)",Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,urn:lsid:marinespecies.org:taxname:1468871,anonycha,present,N,adult
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-105-816,Okutania anonycha,species,NA,NA,NA,NA,1,NA,"(Pearcy & Voss, 1963)",Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,urn:lsid:marinespecies.org:taxname:1468871,anonycha,present,N,adult
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106,Oncorhynchus nerka,species,immature,Sockeye Salmon,Aleksey Somov,2022-03-09T00:00:00Z,21,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,NA,NA
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-204,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-205,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-206,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-207,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-208,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-209,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-210,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-211,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-212,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-213,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-214,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-215,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-216,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-217,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-218,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-219,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-220,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-221,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-222,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-223,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-106-224,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-107,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-09T00:00:00Z,2,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,NA,NA
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-107-225,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-107-226,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-09T00:00:00Z,11,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,NA,NA
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-227,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-228,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-229,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-230,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-231,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-232,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-233,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-234,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-235,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-833,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,adult
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-108-834,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,adult
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-109,Oncorhynchus tshawytscha,species,immature,Chinook Salmon,Aleksey Somov,2022-03-09T00:00:00Z,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:158075,tshawytscha,present,NA,NA
IYS2022-TINRO-3-15-Trawl,IYS2022-TINRO-3-15-Trawl-109-236,Oncorhynchus tshawytscha,species,NA,Chinook Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:158075,tshawytscha,present,Male,immature
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-10T00:00:00Z,21,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,NA,NA
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-820,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-821,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-822,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-823,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-824,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-825,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-110-826,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-111,Aequorea,genus,adult,NA,Aleksey Somov,2022-03-10T00:00:00Z,20,sp. inc.,"Péron & Lesueur, 1810",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,urn:lsid:marinespecies.org:taxname:116998,NA,present,NA,NA
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-111-827,Aequorea,genus,NA,NA,NA,NA,1,sp. inc.,"Péron & Lesueur, 1810",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,urn:lsid:marinespecies.org:taxname:116998,NA,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-111-828,Aequorea,genus,NA,NA,NA,NA,1,sp. inc.,"Péron & Lesueur, 1810",Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea,urn:lsid:marinespecies.org:taxname:116998,NA,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-112,Gasterosteus aculeatus,species,adult,NA,Aleksey Somov,2022-03-10T00:00:00Z,2,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,NA,NA
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-112-829,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-112-830,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-113,Phacellophora camtschatica,species,adult,NA,Aleksey Somov,2022-03-10T00:00:00Z,2,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,NA,NA
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-113-831,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-114,Aurelia aurita,species,adult,NA,Aleksey Somov,2022-03-10T00:00:00Z,1,NA,"(Linnaeus, 1758)",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,urn:lsid:marinespecies.org:taxname:135306,aurita,present,NA,NA
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-114-832,Aurelia aurita,species,NA,NA,NA,NA,1,NA,"(Linnaeus, 1758)",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,urn:lsid:marinespecies.org:taxname:135306,aurita,present,N,adult
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-115,Oncorhynchus gorbuscha,species,adult,Pink Salmon,Aleksey Somov,2022-03-10T00:00:00Z,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127182,gorbuscha,present,NA,NA
IYS2022-TINRO-3-16-Trawl,IYS2022-TINRO-3-16-Trawl-115-237,Oncorhynchus gorbuscha,species,NA,Pink Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127182,gorbuscha,present,Male,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-10T00:00:00Z,216,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,NA,NA
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-835,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-836,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-837,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-838,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-839,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-840,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-841,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-842,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-843,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-844,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-845,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-846,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-847,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-848,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-849,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-17-Trawl,IYS2022-TINRO-3-17-Trawl-116-850,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
